compartment,source_database,pathway_id,pathway_name,n_genes,jaccard_with_synaptic,jaccard_with_mito,jaccard_with_cytoplasmic,NES_D35_G32A,padj_D35_G32A,NES_TrajDev_G32A,padj_TrajDev_G32A,NES_D65_G32A,padj_D65_G32A,NES_D35_R403C,padj_D35_R403C,NES_TrajDev_R403C,padj_TrajDev_R403C,NES_D65_R403C,padj_D65_R403C,pattern_G32A,pattern_R403C
Cytoplasmic,gobp,gobp::GOBP_TRANSLATIONAL_INITIATION,GOBP_TRANSLATIONAL_INITIATION,109,0.574,0.0,1.0,-1.57295399138528,0.0343233233111876,1.10682806977143,0.503931506404933,-1.47643998928053,0.609989142898968,-0.949698116993058,0.702054711060982,1.02629490944458,0.650559731321963,-0.744385359601097,1.0,Complex,Complex
Cytoplasmic,reactome,reactome::REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,109,0.574,0.0,1.0,1.72348078651802,0.0025986297244863,-2.67596918795905,9.2427110286701e-13,-2.43023566845821,1.64211640942487e-07,1.5756947282172,0.0155546960768534,-2.53982528831296,1.57634121848516e-10,-2.47286690220056,5.11124999549768e-08,Sign_reversal,Sign_reversal
Cytoplasmic,gocc,gocc::GOCC_LARGE_RIBOSOMAL_SUBUNIT,GOCC_LARGE_RIBOSOMAL_SUBUNIT,106,0.574,0.0,1.0,-0.723753047628522,0.98939354951129,-1.86099890208024,0.0004447789515893,-2.23534367060169,1.75831298073345e-05,0.502642071440177,1.0,-1.61740065599612,0.0103657599508222,-1.73620721688453,0.0317860845731929,Late_onset,Late_onset
Cytoplasmic,gocc,gocc::GOCC_CYTOSOLIC_RIBOSOME,GOCC_CYTOSOLIC_RIBOSOME,103,0.574,0.0,1.0,1.58952880835394,0.0137746204499192,-2.56313811995371,6.46834611734456e-10,-2.42770666970211,2.80034862757144e-07,1.40132904551344,0.0571298292794862,-2.43374707101959,1.32112543582176e-08,-2.50957583064223,4.09315406297161e-08,Sign_reversal,Sign_reversal
Cytoplasmic,reactome,reactome::REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,103,0.574,0.0,1.0,1.89878998828407,0.0002281757551464,-2.83474914914389,1.78170229461243e-14,-2.56964090189,9.88944370172903e-09,1.84546126862292,0.0008527182546356,-2.70437882861404,9.915437307757887e-12,-2.56453069544681,2.39698013911213e-08,Sign_reversal,Sign_reversal
Cytoplasmic,gomf,gomf::GOMF_RIBOSOME_BINDING,GOMF_RIBOSOME_BINDING,100,0.574,0.0,1.0,-1.54324724677037,0.0489383074587342,1.49408139520373,0.089085315383404,-0.684847378499636,1.0,-0.858225250192714,0.844552550779501,0.946956903901444,0.775262217212369,0.890901291417032,0.99965983960351,Natural_improvement,Complex
Cytoplasmic,gobp,gobp::GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,98,0.574,0.0,1.0,-2.21944183801749,2.62552574146588e-06,1.86245221163935,0.0011753656416725,-1.39115495671824,0.746837553898563,-1.43213883975142,0.0804525990042542,1.22833136737866,0.316147546029852,-0.661923911907729,1.0,Compensation,Natural_improvement
Cytoplasmic,gocc,gocc::GOCC_PRERIBOSOME,GOCC_PRERIBOSOME,96,0.574,0.0,1.0,-2.45782235792421,3.75865530312908e-09,2.07299194253243,2.39229691255291e-05,-1.32186177516834,0.662267043689794,-1.62228160888126,0.0099411493821971,1.29413688472826,0.159422930925445,-0.752835335490231,0.999981460882462,Compensation,Natural_improvement
Cytoplasmic,gobp,gobp::GOBP_NEGATIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,GOBP_NEGATIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,85,0.574,0.0,1.0,-0.910454070088825,0.835969280457773,-1.22158970721429,0.320771459577937,-1.3954221256358,0.783227572398455,-0.71496974584265,0.971272815258918,-0.815940324529532,0.94165273339078,0.667604071201275,1.0,Complex,Complex
Cytoplasmic,reactome,reactome::REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,83,0.574,0.0,1.0,2.30719427012188,9.24128686720077e-07,-3.05611316828534,3.1803335141713493e-16,-2.57115889008888,7.78880792498952e-08,1.93903974436828,0.0003647636606557,-2.9469409744777,2.41648038596057e-14,-2.71908445601828,3.76294609531153e-10,Sign_reversal,Sign_reversal
Cytoplasmic,gocc,gocc::GOCC_ORGANELLAR_RIBOSOME,GOCC_ORGANELLAR_RIBOSOME,82,0.574,0.0,1.0,-2.18764400705211,1.1343799891843e-05,1.95507128286369,0.0004447789515893,-1.30014229916958,0.750966025086604,-1.6915655675957,0.0067507328975932,1.84141509352938,0.0022784975725097,1.13300344240128,0.740486207671117,Compensation,Compensation
Cytoplasmic,gomf,gomf::GOMF_TRANSLATION_FACTOR_ACTIVITY,GOMF_TRANSLATION_FACTOR_ACTIVITY,76,0.574,0.0,1.0,-0.891573808865682,0.839964282824868,-0.829639732239092,0.947177565601388,-1.0358777565674,1.0,0.49425463302941,0.999948935301026,-0.881608342562042,0.866741068300512,-0.835166627502411,0.99965983960351,Complex,Complex
Cytoplasmic,kegg,kegg::KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION,KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION,74,0.574,0.0,1.0,2.40990038543209,8.14384854743161e-07,-3.11445719160063,9.554644737615852e-17,-2.57157096521193,2.80051297359341e-07,2.11847764279369,0.0001260638005632,-2.96489922419122,1.21992930696104e-13,-2.66510935685292,1.30381684500341e-08,Sign_reversal,Sign_reversal
Cytoplasmic,gobp,gobp::GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION,GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION,73,0.574,0.0,1.0,-1.31037719226861,0.242936580633109,0.989404762093323,0.704427902473421,-1.27356173627881,0.899387144282389,-0.805024053690492,0.892901539320952,0.925445190806103,0.800599419461734,-0.781455983348817,1.0,Complex,Complex
Cytoplasmic,gocc,gocc::GOCC_SMALL_RIBOSOMAL_SUBUNIT,GOCC_SMALL_RIBOSOMAL_SUBUNIT,65,0.574,0.0,1.0,-1.00330710688208,0.609730732456642,-1.22613589911673,0.267645500267864,-1.82013022442266,0.0708042550308286,-0.873484527495862,0.768962140126357,-0.907805740321446,0.752546527159965,-1.33745017482251,0.459497539797395,Complex,Complex
Cytoplasmic,gobp,gobp::GOBP_TRANSLATIONAL_ELONGATION,GOBP_TRANSLATIONAL_ELONGATION,64,0.574,0.0,1.0,0.749341208848754,0.975719204718573,-0.827863789517371,0.924749478455242,0.923019977087358,1.0,0.503801016056053,0.999741176470588,-0.520333940357612,0.999612472425923,0.61250202710115,1.0,Complex,Complex
Cytoplasmic,gobp,gobp::GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS,GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS,62,0.574,0.0,1.0,-2.13483511949455,0.0001781973233824,1.77213208872416,0.0106624404794917,-1.30418865975961,0.880686108893798,-1.5170288037873,0.0660524551792991,1.17707333505138,0.431949431284528,-0.656127714509039,1.0,Compensation,Natural_improvement
Cytoplasmic,gobp,gobp::GOBP_RIBOSOME_ASSEMBLY,GOBP_RIBOSOME_ASSEMBLY,60,0.574,0.0,1.0,-1.77976586526358,0.0131160467476738,1.57386783736213,0.06568170270705,-1.03650720418155,1.0,-1.27229676441669,0.244617410129757,1.31507958394836,0.253821808075107,0.822050848665147,1.0,Natural_improvement,Complex
Cytoplasmic,reactome,reactome::REACTOME_TRANSLATION_OF_SARS_COV_2_STRUCTURAL_PROTEINS,REACTOME_TRANSLATION_OF_SARS_COV_2_STRUCTURAL_PROTEINS,59,0.574,0.0,1.0,1.04331705694312,0.576757217506503,-1.51931892799051,0.0739577384351799,-1.46338377503657,0.266729760945684,1.37591365861902,0.133958794785968,-1.42646634404515,0.119095454635491,0.725693563454374,0.99998153721175,Complex,Complex
Cytoplasmic,gomf,gomf::GOMF_TRANSLATION_REGULATOR_ACTIVITY,GOMF_TRANSLATION_REGULATOR_ACTIVITY,56,0.574,0.0,1.0,-0.851566128812086,0.874726059979371,-0.960984046668103,0.80425666543659,-1.33031339619838,1.0,-1.07620738457169,0.519458447626621,-0.802364881874167,0.926966529637665,-1.41060118449509,0.426130043698618,Complex,Complex
Cytoplasmic,reactome,reactome::REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS,REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS,56,0.574,0.0,1.0,1.39196183524359,0.119087212873901,-1.18832979448752,0.392616476372028,0.885006141973241,0.99425081013404,1.31479747972324,0.19036991645347,-1.10522738982434,0.486126940093444,1.10605356365086,0.831032798603119,Complex,Complex
Cytoplasmic,reactome,reactome::REACTOME_TRANSCRIPTIONAL_AND_POST_TRANSLATIONAL_REGULATION_OF_MITF_M_EXPRESSION_AND_ACTIVITY,REACTOME_TRANSCRIPTIONAL_AND_POST_TRANSLATIONAL_REGULATION_OF_MITF_M_EXPRESSION_AND_ACTIVITY,54,0.574,0.0,1.0,-1.11432012046473,0.473534254492668,-0.881976978365793,0.849931317857117,-1.295854593959,0.45610065415445,-0.821529621247986,0.875048003769089,0.866874791790669,0.844480361155418,0.976722866267106,0.975578189370889,Complex,Complex
Cytoplasmic,gocc,gocc::GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT,GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT,51,0.574,0.0,1.0,1.94906753640143,0.0009950380358565,-2.70920651165073,2.45836938479812e-09,-2.45043575786474,8.93258464836198e-06,1.66201779760418,0.0181269627604963,-2.51061357221848,2.45192651956245e-07,-2.45442332143659,4.16629554542903e-05,Sign_reversal,Sign_reversal
Cytoplasmic,gomf,gomf::GOMF_TRANSLATION_INITIATION_FACTOR_ACTIVITY,GOMF_TRANSLATION_INITIATION_FACTOR_ACTIVITY,48,0.574,0.0,1.0,-1.17650911418707,0.480214122142972,0.918705585405748,0.8487985570408,-1.06979530141042,1.0,-0.646572308090574,0.985274269867047,0.638533531397266,0.995061481307232,-0.814651017949239,0.99965983960351,Complex,Complex
Cytoplasmic,gobp,gobp::GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION,GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION,43,0.574,0.0,1.0,-1.27098190295769,0.331015118458865,1.02986760496867,0.652444168647341,-1.21119224849603,0.963900029438315,-0.722125678013296,0.937170966260991,0.971436433383586,0.732001050911818,0.690908777735445,1.0,Complex,Complex
Cytoplasmic,reactome,reactome::REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY,REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY,43,0.574,0.0,1.0,-0.978319737702798,0.687420407166408,-1.38914023914345,0.194721909711863,-1.86347704125086,0.0516662676993485,-1.02438354464168,0.595825574177529,-1.29634288138512,0.258637929959842,-1.88479781415396,0.0376064544436917,Complex,Late_onset
Cytoplasmic,reactome,reactome::REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN,REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN,40,0.574,0.0,1.0,-1.14214376224685,0.44503894947321,1.16533115578013,0.460674343828023,0.674514456854491,0.999688672881678,-1.7230845774522,0.023458837300039,1.50605032774594,0.105439520641033,-0.883892211863461,0.99998153721175,Complex,Natural_improvement
Cytoplasmic,gobp,gobp::GOBP_RIBOSOME_DISASSEMBLY,GOBP_RIBOSOME_DISASSEMBLY,39,0.574,0.0,1.0,0.881353742723426,0.858960881143511,0.702984592363469,0.978288772882242,1.27408851013292,0.924950590727954,0.782875566910383,0.893268406915769,-0.66877706089442,0.985800824473615,0.826126084569261,1.0,Complex,Complex
Cytoplasmic,gobp,gobp::GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATION,GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATION,35,0.574,0.0,1.0,-1.23821977656645,0.385460041002223,0.944730064474947,0.760122127816724,-1.00372853187479,1.0,-1.14778754646002,0.428660781643267,1.16188547974153,0.480371819628458,0.73434668112208,1.0,Complex,Complex
Cytoplasmic,gocc,gocc::GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT,GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT,35,0.574,0.0,1.0,1.35118328543455,0.168804020279527,-2.0312640238135,0.0012549626814902,-1.91731174664146,0.0708042550308286,1.0789497847049,0.449891103111663,-2.01219721648854,0.0031689759243778,-2.00375340466384,0.0262304683414563,Complex,Late_onset
Cytoplasmic,gobp,gobp::GOBP_RESCUE_OF_STALLED_RIBOSOME,GOBP_RESCUE_OF_STALLED_RIBOSOME,33,0.574,0.0,1.0,0.677398673376563,0.985200800198733,0.802504591607465,0.9110567560086,1.13794316100812,1.0,0.506172434385203,0.998871612753673,-0.46155800049898,0.999597914680617,0.758094534879519,1.0,Complex,Complex
Cytoplasmic,gomf,gomf::GOMF_TRANSLATION_INITIATION_FACTOR_BINDING,GOMF_TRANSLATION_INITIATION_FACTOR_BINDING,32,0.574,0.0,1.0,-1.12292100783869,0.56823692183751,-0.703355689386037,0.986464882854029,-1.37212642888512,1.0,-0.605329395436934,0.987441053805208,0.635689862283973,0.992214493711186,0.636014378673682,0.99965983960351,Complex,Complex
Cytoplasmic,reactome,reactome::REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY,REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY,31,0.574,0.0,1.0,1.5633675396662,0.0709826068320591,-2.21867641809125,0.0002314030377883,-2.00325373452245,0.0315638450502152,1.24418673401455,0.302899012445684,-2.12957376705823,0.00113304663267,-1.99830675753388,0.028619244508199,Sign_reversal,Late_onset
Cytoplasmic,reactome,reactome::REACTOME_TRANSLATION_OF_SARS_COV_1_STRUCTURAL_PROTEINS,REACTOME_TRANSLATION_OF_SARS_COV_1_STRUCTURAL_PROTEINS,29,0.574,0.0,1.0,1.14842397384332,0.437616214935528,-1.27042161243443,0.339536229910106,-1.33717608037025,0.461326475400559,1.25846181704089,0.295675821167036,-1.13429342598044,0.478591301863067,0.93011223892722,0.998164728523392,Complex,Complex
Cytoplasmic,gobp,gobp::GOBP_DE_NOVO_POST_TRANSLATIONAL_PROTEIN_FOLDING,GOBP_DE_NOVO_POST_TRANSLATIONAL_PROTEIN_FOLDING,28,0.574,0.0,1.0,-0.730225514431372,0.961143426047616,-0.907030072373566,0.806793188359484,-1.0349655081934,1.0,1.13150343178998,0.447303862360374,-1.28412872133841,0.334508132938037,-1.23156340267307,0.768958467769821,Complex,Complex
Cytoplasmic,gobp,gobp::GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,27,0.574,0.0,1.0,-0.77939957658777,0.929615931589834,-0.487075370914802,0.999410647632768,-1.0480575095883,1.0,-0.724032029054518,0.916595137266546,-0.732477296184263,0.952446399120396,-1.31580808717013,0.712635541960037,Complex,Complex
Cytoplasmic,gocc,gocc::GOCC_90S_PRERIBOSOME,GOCC_90S_PRERIBOSOME,24,0.574,0.0,1.0,-2.35048723504376,6.81229390461349e-06,2.0701198546776,0.0011442999764481,-0.964028037450092,1.0,-1.81271497739772,0.0135945973086965,1.6448366174282,0.0481542126326536,0.576041082808549,0.999981460882462,Compensation,Compensation
Cytoplasmic,gobp,gobp::GOBP_NEGATIVE_REGULATION_OF_TRANSLATIONAL_INITIATION,GOBP_NEGATIVE_REGULATION_OF_TRANSLATIONAL_INITIATION,23,0.574,0.0,1.0,-0.822845565213514,0.889015360394249,-0.947962005790046,0.751299014455426,-1.44320386857243,0.868121032085533,-0.84964802395547,0.790301438115377,-0.658530658877562,0.978825497895154,-1.21513097371318,0.792900819500494,Complex,Complex
Cytoplasmic,gobp,gobp::GOBP_VIRAL_TRANSLATION,GOBP_VIRAL_TRANSLATION,23,0.574,0.0,1.0,1.15021742751813,0.504549524689856,-1.72168602655728,0.0619406886355378,-1.69996367417329,0.62379896826299,1.25057286013685,0.319679222057951,-1.66081821206234,0.0807759786063807,-1.41054969506601,0.624014684981807,Complex,Complex
Cytoplasmic,gobp,gobp::GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY,GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY,22,0.574,0.0,1.0,-1.0188486965947,0.668160526460489,0.82762044988835,0.873883182142482,-1.23554435644723,0.969897677089517,-0.703015167935075,0.92368193064801,0.950301446483878,0.750740065523953,0.912986254093262,0.989613518933777,Complex,Complex
Cytoplasmic,gobp,gobp::GOBP_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,GOBP_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,22,0.574,0.0,1.0,-0.93662754702889,0.768734909516527,0.6951928896526,0.970970898485633,-0.753668417945718,1.0,-0.832929505491881,0.806236056669689,-0.513737019785724,0.999058298520315,-1.26909941600533,0.749355788385833,Complex,Complex
Cytoplasmic,gobp,gobp::GOBP_POSITIVE_REGULATION_OF_TRANSLATIONAL_INITIATION,GOBP_POSITIVE_REGULATION_OF_TRANSLATIONAL_INITIATION,21,0.574,0.0,1.0,-1.41203844858793,0.237817156905094,1.04293853065866,0.643737294693171,-0.889226489112449,1.0,-0.660427121329663,0.945999303826055,0.9775523226797,0.72073725323081,0.713919237829687,1.0,Complex,Complex
