"ID","NES","pvalue","p.adjust","core_enrichment","contrast"
"GO:0099524",-0.920587009038421,0.586163056794804,0.996276496715338,"DBN1/EIF4E/PIAS1/HAP1/BAIAP2/PLCB3/NEDD4/UBE2I/PTEN/SUMO2","G32A_vs_Ctrl_D65"
"GO:0099523",-0.746733763119302,0.886641547814429,0.996276496715338,"PIAS1/HAP1/BAIAP2/RAPH1/UBE2I/SUMO2/MARCKS","G32A_vs_Ctrl_D65"
"SYNGO:postsyn_ribosome",2.29162769302504,2.49007796782645e-07,3.98412474852232e-06,"RPL23/RPLP1/RPS14/RPL31/RPS12/RPL6/RPL12/RPS28/RPL27A/RPS27/RPL26/RPL35A/RPL11/RPL5/RPL30/RPS16/RPL36/RPS20/RPL24/RPS8/RPL27/RPL13A/RPL37A/RPL9/RPL34/RPL8/RPS3/RPS6/RPL38/RPL4/RPL28/RPL22/RPS7/RPL7/RPS27A/RPL21/RPLP2/RPS19/RPL32/RPS15A/RPL17/UBA52/RPL10A/RPL15/RPL18/RPL29/RPL13/RPL14","R403C_vs_Ctrl_D35"
"SYNGO:presyn_ribosome",2.23316446947385,3.06143894767877e-06,1.95932092651441e-05,"RPL23/RPS14/RPS12/RPL6/RPL12/RPS28/RPL27A/RPS27/RPL26/RPL35A/RPL11/RPL5/RPS16/RPL36/RPL24/RPL27/RPL13A/RPL37A/RPL9/RPL34/RPL8/RPS6/RPL38/RPL4/RPL28/RPL22/RPL7/RPS27A/RPLP2/RPL32/RPS15A/RPL17/UBA52/RPL10A/RPL15/RPL18/RPL29/RPL13/RPL14","R403C_vs_Ctrl_D35"
"GO:0099523",-1.87762876232169,0.000476350099680669,0.00166555521217937,"SUMO1/HTT/SNCB/TNK2/SH3GL2/PPFIA2/MARCKS/SUMO2/CTBP2/STXBP1/GDI1/HNRNPAB/RAPH1/SYT1/STXBP5/FUS/UBE2I/ANKS1B/FBXO45/ERC1/CALM1/PRKCB/CALM3/TRIM9/RABEP1/NCS1/MARCKSL1","R403C_vs_Ctrl_D35"
"GO:0014069",-1.66966566846555,0.000520486003806054,0.00166555521217937,"INPP4A/HNRNPA2B1/ARHGAP33/GPSM2/NEURL1/HNRNPH1/APBB1/HNRNPM/TACC3/SHANK2/PAK1/ROCK2/RAPGEF4/ARRB1/SRGAP2/ARRB2/GSK3B/FRMPD4/KPNA1/MAGI2/SYT1/CAMK2B/HNRNPA3/DGKZ/SYNCRIP/ANKS1B/CD200/RBMX/DGCR8/HNRNPD/PPP1R9B/NEGR1/MAP1A/DBN1/ADGRA1/PAK2/PIP5K1C/DPYSL2/TANC2/CAMK1/ANK3/DYNLL2/SPOCK1/VHL/DLG5/KALRN","R403C_vs_Ctrl_D35"
"GO:0099524",-1.58711201843653,0.0127026693248178,0.0338737848661809,"SENP6/RIMS3/RGS4/MTOR/PLCB1/SUMO1/HTT/PTEN/TNK2/PLCB3/PIN1/SUMO2/VAMP2/HNRNPA2B1/EIF4E/SYT1/KIF5A/FUS/UBE2I/FBXO45/KIF5C/DBN1/CALM1/CALM3/FABP5/NCS1","R403C_vs_Ctrl_D35"
"GO:0045211",-1.42863926694451,0.0861220839233808,0.131233651692771,"RGS7/GNB5/SNAP91/HIP1/GNAO1/SYT1/DBN1/NRGN","R403C_vs_Ctrl_D35"
"SYNGO:postsyn_ribosome",-2.58145672878091,2.9242210048333e-10,9.35750721546656e-09,"RPS21/RPL31/RPS24/RPL7/RPL10/RPS11/RPS15/RPL17/RPL23/RPS20/RPL37A/RPS14/RPL27/RPL4/RPL9/RPL13/RPS7/RPS8/RPL35/RPL32/RPL29/RPS15A/RPL18/RPS3/RPL13A/RPL34/RPS13/RPL11/RPL8/UBA52/RPL15/RPL10A/RPL26/RPS16/RPS19/RPL37/RPL21/RPL36/RPL38/RPS23/RPL6/RPL27A/RPL24/RPL14/RPL36A/RPL35A/RPS2","R403C_vs_Ctrl_D65"
"SYNGO:presyn_ribosome",-2.47747347246333,6.65058068527102e-08,1.06409290964336e-06,"RPS24/RPL7/RPL10/RPS11/RPL17/RPL23/RPL37A/RPS14/RPL27/RPL4/RPL9/RPL13/RPL35/RPL32/RPL29/RPS15A/RPL18/RPL13A/RPL34/RPS13/RPL11/RPL8/UBA52/RPL15/RPL10A/RPL26/RPS16/RPL37/RPL36/RPL38/RPL6/RPL27A/RPL24/RPL14/RPL36A/RPL35A","R403C_vs_Ctrl_D65"
"GO:0014069",-1.21207702775613,0.103505770771529,0.331218466468894,"DYNLL2/STRN/STAT3/RPL7/ARHGAP33/MIB1/VHL/GSK3B/MAGI2/RPL23/ARRB2/CAMK2B/CTNND2/SHANK1/NEURL1/RPL18A/RPS14/PAK1/AGAP3/RPL4/VAMP2/ARHGAP32/RPS6KC1/CD200/MAP2K1/RPS3/BRSK1/RPS13/PAK3/BAIAP2/RPL8/EIF3E/SHANK2/SHANK3/RPL10A/ANK3/ARF1/LZTS3/PAK2/RPS19/CYLD/SAMD4A/GRIP2/EPS8/PCBP2/SRGAP2/RAPGEF4/DRP2/DNAJB1/RPL38/RPL6/FRMPD4/DPYSL2/RPL14/ADGRA1","R403C_vs_Ctrl_D65"
"GO:0045211",-0.996760352827126,0.452440015842905,0.762004237209103,"HIP1/KCTD12/KCTD16/GNAO1","R403C_vs_Ctrl_D65"
"GO:0099523",0.826630001847297,0.776690713211641,0.919571252201251,"STXBP5/PIAS3/ERC1/CTBP2/CAMK2A/SUMO3/HNRNPAB/SENP6/LRRK2/NCS1/PRKCA/FMR1/PNKD/FUS","R403C_vs_Ctrl_D65"
"GO:0099524",0.804498083133849,0.812646325446828,0.919571252201251,"MTOR/PIAS3/HNRNPA2B1/HOMER1/CAMK2A/SUMO3/SENP6/FABP5/UBE3A/NCS1/KIF5B/FMR1/PLCB3/FUS/PLCB1","R403C_vs_Ctrl_D65"
"GOBP_RIBOSOME_BIOGENESIS",-2.60073815874921,1.4848081670535e-21,3.9471150440839e-19,"GNL2/MYBBP1A/DHX30/NPM1/GTPBP4/ZNF593/GTF2H5/EXOSC1/TRMT61B/LTO1/EMG1/NGRN/WBP11/TSR2/FCF1/DDX21/DIMT1/EBNA1BP2/ESF1/SDAD1/NOC2L/CUL4A/BMS1/AIRIM/METTL18/DDX27/MRPS7/DCAF13/UTP11/FTSJ3/MAK16/FBLL1/UTP3/UTP6/POP4/RIOK2/UTP25/EIF5/NOL6/TRMT2B/C1QBP/SRFBP1/PNO1/RPUSD4/WDR43/ERI1/ABT1/PES1/ZNHIT6/WDR3/DDX31/UTP23/RRP9/EIF5B/DROSHA/SIRT7/GRWD1/UTP18/MTG2/MTG1/NGDN/ZNF622/RRP7A/GNL3L/MPHOSPH6/MPV17L2/PIN4/DDX56/FDXACB1/NIP7/TSR3/TMA16/DDX18/RPP40/LTV1/ERAL1/MRPS2/RIOK1/RRP15/NOLC1/BRIX1/UTP20/WDR12/EXOSC8/NOL10/METTL17/KRI1/UTP15/MDN1/DDX52/HEATR1/NOP2/IMP4/PDCD11/PWP1/MTERF3/RRS1/MRM3/NOP14/MCAT/PRKDC/DDX28/TFB1M/RCL1/NHP2/SLX9/DHX37/UTP4/DKC1/GAR1/LSM6/XRN2/NOM1/BYSL/RPL7L1/EXOSC6/LYAR/RAN/NUP88/PA2G4/RPUSD1/DNTTIP2/MRM2/SART1/NOL11/EXOSC3/NVL/RBM34/MPHOSPH10/NOP58/EIF1AX/DHX29/UTP14A/RRP36/MRTO4/EXOSC5/EXOSC9/EXOSC10/HEATR3/AFG2A/RBFA/XRCC5/TSR1/GEMIN4/RPUSD2/LSG1/SUV39H1/YTHDF2/BOP1/NAT10/DDX49/GTF3A/NOP56/RRP1B/RRP1/NOL9/PPAN/NLE1/RPP30/POP7/EXOSC2/URB2/AFG2B/IMP3/RBM10/RPP25","G32A_vs_Ctrl_D35"
"GOBP_RIBOSOME_BIOGENESIS",-1.21574294216703,0.0590845146629153,0.862067374361213,"RPS5/WBP11/EXOSC5/NOL9/RPF2/NOP16/RPP40/RRP36/RRP7BP/UTP25/DDX18/RRP1B/CUL4B/PIH1D2/MRPS2/DDX52/MRM3/NOL10/MYBBP1A/ISG20L2/EIF2A/RPS27L/SLX9/RPS24/RPUSD4/IMP4/POP7/WDR12/NOP56/NGDN/TMA16/RBM10/PES1/DKC1/NOLC1/NPM1/NSUN4/PPAN/RRP8/RPS11/TRMT112/NGRN/RAN/NOL11/EXOSC6/DDX27/TENT4B/YTHDF2/IMP3/HEATR3/RPSA2/GEMIN4/RPS15A/RPS12/RPS13/RPL7/UTP14A/GRWD1/UTP18/RPS14/LTO1/SIRT7/NOP14/RPP38/NOC2L/FTSJ3/RPS27/NPM3/RPLP0/SDE2/RPL24/RPS7/RBM34/XRN2/NLE1/CINP/GLUL/RPSA/RPS15/EIF5/FAU/NOP53/SNU13/RPL26/RPL35/RPL38/RPL11/RPS27A/NOB1/ZNF593/TFB2M/NOP9/TFB1M/RPS28/GTF3A/RPS21/NSA2/RPS16/EIF1AX/MALSU1/RPS19BP1/DDX56/NHP2/DDX10/RPL27/RPS23/PIH1D1/NOA1/MPV17L/GREB1L/RPL14/RPL35A/LSM6/RBIS","G32A_vs_Ctrl_D65"
"GOBP_RIBOSOME_BIOGENESIS",-1.72468742178496,9.89476697145396e-06,0.000193250856973091,"NSUN4/GNL3L/GTPBP10/EIF5B/NOP9/EIF5/TSR2/UTP18/MTERF4/GRWD1/MPV17L2/MDN1/GAR1/DDX18/RCL1/RIOK2/ABT1/RPSA/BRIX1/NOP14/DHX37/RRS1/POP4/NOLC1/WDR36/SLX9/RPUSD1/PDCD11/METTL18/DDX28/MPHOSPH6/KRI1/UTP20/UTP23/DKC1/C1QBP/RRP7A/UTP15/DDX52/TSR1/DROSHA/RPUSD4/LYAR/WDR3/NGDN/RRP15/KRR1/UTP14A/MPHOSPH10/TSR3/WDR12/ZNF658/PWP1/DNTTIP2/ERAL1/MTG1/ESF1/RRP36/EXOSC3/EXOSC8/TMA16/NOP58/TFB1M/BYSL/TRMT61B/MRM2/PIN4/IMP4/RPUSD2/LSG1/NSUN3/UTP4/RPP30/EXOSC9/PRKDC/FDXACB1/DHX29/XRN2/SART1/EXOSC6/RIOK1/MRTO4/RBM34/DHX30/NUP88/EXOSC10/MTERF3/PA2G4/LSM6/NGRN/RRP1/TRMT2B/RAN/EXOSC5/NOL11/HEATR3/NAT10/NVL/MCAT/GTF2H5/MRM3/CHD7/AFG2A/NOP56/NOL9/DDX49/RPL7L1/GEMIN4/PPAN/NHP2/YTHDF2/NLE1/XRCC5/BOP1/ERI1/GTF3A/RRP1B/URB2/IMP3/SUV39H1/POP7/EXOSC2/EIF1AX/RPP25/RBFA/FBLL1/AFG2B/RBM10","R403C_vs_Ctrl_D35"
"GOBP_RIBOSOME_BIOGENESIS",0.608308011980076,0.999981611224509,1,"TRMT2B/EXOSC10/LAS1L/METTL17/EFL1/ERAL1/MTERF3/DDX28/UTP6/XPO1/GLUL/NVL/ZNF658/MTG2/GTF2H5/MTG1/TRMT61B/ESF1/DNTTIP2/METTL18/DHX30/EXOSC8/ZCCHC4/TSR3/MTREX/RCC1L/PWP2/NSUN5/WDR18/METTL25B/RIOX2/AFG2B/MPHOSPH10/PIN4/MRPS7/ERI1/POP5/EXOSC1/RRP1/NUP88/MCAT/EIF5B/METTL15/RNASEL/GNL3L/RPUSD4/RPS6/EXOSC2/RPUSD1/SDAD1/BMS1/PRKDC/CUL4B/YTHDF2/RRP7A/EIF6/RPL7L1/XRCC5/CUL4A/DHX37/UTP20/RPUSD2/DDX3X/MRM2/C1QBP/URB2/KAT2B/BUD23/POP4/PDCD11/DHX29/UTP4/NOP2/RPP25","R403C_vs_Ctrl_D65"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT",1.94906753640143,0.000123784636039565,0.0009950380358565,"RPL23/RPL6/RPL31/RPL5/RPL24/RPL13A/RPL35A/RPL9/RPL3/RPL4/RPL27/RPL12/RPL37A/RPL29/RPL34/RPL11/RPL30/RPL27A/RPL26/RPL21/RPL36/RPL15/RPL13/RPL39/RPL22/RPL18/RPL7/RPL8/RPL32/RPL19/RPL38/RPL28/RPLP2/RPL10A/RPL37/RPL18A/RPL10","G32A_vs_Ctrl_D35"
"GOCC_CYTOSOLIC_RIBOSOME",1.58952880835394,0.00294385827797317,0.0137746204499192,"RPL23/EEF1A1/RPL6/RPL31/RPS14/RPL5/RPL24/RPS19/RPL13A/RPL35A/RPL9/RPL3/RPL4/RPS4X/RPL27/RPS7/RPS27/RPS8/RPS28/RPL12/RPL37A/RPL29/RPS3/RPL34/RPL11/RPL30/RPL27A/RPL26/RPS16/RPS15A/RPS29/RPL21/RPL36/RPL15/RPL13/RPS6/RPS12/RPL39/RPL22/RPS20/RPL18/RPS27A/RPL7/RPL8/RPL32/RPS11/RACK1/RPL19/RPL38/FAU/RPL28/RPLP2/RPL10A/RPL37/RPL18A/RPS23/RPL10","G32A_vs_Ctrl_D35"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT",1.35118328543455,0.0829369520611826,0.168804020279527,"RPS14/RPS19/RPS4X/RPS7/RPS27/RPS8/RPS28/RPS3/RPS16/RPS15A/RPS29/RPS6/RPS12/RPS20/RPS27A/RPS11/RACK1/FAU","G32A_vs_Ctrl_D35"
"GOCC_CYTOSOLIC_RIBOSOME",-2.42770666970211,1.33987972611074e-09,2.80034862757144e-07,"RPL18A/EIF2AK4/RPL12/ETF1/LARP4/RNF14/RPL4/EIF2A/RPS27L/RPS24/RNF10/RPS11/PELO/RPL36AL/GSPT1/RPL13/RPL23/RPL21/RPSA2/RPL32/RPS15A/RPS12/RPS13/RPS26/RPL18/RPL15/RPL37/RPL7/RPS14/RPLP2/RPS27/RPL28/RPLP0/RPL24/RPL39L/RPS7/RPL39/RPL29/RPL13A/EEF1A1/RPSA/RPS15/FAU/RPL6/RPS29/RPL26/RPS20/RPL35/RPL38/RPL11/RPS27A/RPS28/RPL8/RPL10A/RPL34/RPS21/RPS16/RPS10/RPLP1/RPL10/RPL36/RPL19/UBA52/RPL27/RPS23/RPL27A/RPS3/RPL23A/RACK1/RPL14/RPL35A/RPL41/RPL36A/RPS4Y1","G32A_vs_Ctrl_D65"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT",-2.45043575786474,5.69861859544624e-08,8.93258464836198e-06,"RPL13/RPL23/RPL21/RPL32/RPL18/RPL15/RPL37/RPL7/RPLP2/RPL28/RPLP0/RPL24/RPL39L/RPL39/RPL29/RPL13A/RPL6/RPL26/RPL35/RPL38/RPL11/RPL8/RPL10A/RPL34/RPLP1/RPL10/RPL36/RPL19/UBA52/RPL27/RPL27A/RPL23A/RPL14/RPL35A/RPL41/RPL36A","G32A_vs_Ctrl_D65"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT",-1.91731174664146,0.00146803080606184,0.0708042550308286,"LARP4/EIF2A/RPS27L/RPS24/RPS11/RPSA2/RPS15A/RPS12/RPS13/RPS26/RPS14/RPS27/RPS7/RPSA/RPS15/FAU/RPS29/RPS20/RPS27A/RPS28/RPS21/RPS16/RPS10/RPS23/RPS3/RACK1/RPS4Y1","G32A_vs_Ctrl_D65"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT",1.66201779760418,0.00540628713909538,0.0181269627604963,"RPL23/RPLP1/RPL31/RPL6/RPL12/RPL27A/RPL26/RPL35A/RPL11/RPL5/RPL30/RPL36/RPL24/RPL27/RPL13A/RPL37A/RPL9/RPL34/RPL8/RPL19/RPL3/RPL38/RPL4/RPL28/RPL22/RPL7/RPL39/RPL21/RPLP2/RPL32/RPL41/RPL17/UBA52/RPL10A/RPL15/RPL18/RPL29/RPL13/RPL14","R403C_vs_Ctrl_D35"
"GOCC_CYTOSOLIC_RIBOSOME",1.40132904551344,0.0228701549428246,0.0571298292794862,"RPL23/RPLP1/RPS14/EEF1A1/RPL31/RPS12/RPL6/RPL12/RPS28/RPL27A/RPS27/RPL26/RPS4X/RPL35A/RPL11/RPL5/RPL30/RPS16/RPL36/RPS20/RPL24/RPS8/RPL27/RPL13A/PELO/RPL37A/RPL9/RPS29/RPL34/RPL8/RPS3/RPL19/RPS6/RPL3/RPL38/RPL4/RPL28/RPL22/RPS7/RPL7/RPL39/RPS27A/RPL21/RPLP2/FAU/RPS19/RPL32/RPL41/RPS15A/RPL17/UBA52/RACK1/RPL10A/RPL15/RNF14/RPL18/EIF2AK4/RPL29/RPL13","R403C_vs_Ctrl_D35"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT",1.0789497847049,0.331396140749149,0.449891103111663,"RPS14/RPS12/RPS28/RPS27/RPS4X/RPS16/RPS20/RPS8/RPS29/RPS3/RPS6/RPS7/RPS27A/FAU/RPS19/RPS15A/RACK1","R403C_vs_Ctrl_D35"
"GOCC_CYTOSOLIC_RIBOSOME",-2.50957583064223,6.52815640027369e-11,4.09315406297161e-08,"RPS27L/RPS24/RPL7/RPL10/RPS11/RPS15/RPSA2/RPL17/RPL23/RPL39L/RPS20/RPL18A/RPL19/RPL41/RPL37A/RPS14/RPL27/RPL4/RPL9/RPL13/ZNF598/RPS7/RPS8/RPL35/RPL32/RPL29/RPS15A/RPL39/RPL18/EIF2AK4/RPS3/RPL13A/RPL34/RPS13/RPL11/RPL8/UBA52/RPL15/RPL10A/RPL26/FAU/EEF1A1/RPS16/RPS19/RPL37/RACK1/RPL21/RPS29/RPL36/RPL38/RPS23/RPL6/RPL27A/RPL24/RPL14/RPL36A/RPL35A/RPS2/RPS4Y1","R403C_vs_Ctrl_D65"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT",-2.45442332143659,1.99344284470288e-07,4.16629554542903e-05,"RPL7/RPL10/RPL17/RPL23/RPL39L/RPL18A/RPL19/RPL41/RPL37A/RPL27/RPL4/RPL9/RPL13/RPL35/RPL32/RPL29/RPL39/RPL18/RPL13A/RPL34/RPL11/RPL8/UBA52/RPL15/RPL10A/RPL26/RPL37/RPL21/RPL36/RPL38/RPL6/RPL27A/RPL24/RPL14/RPL36A/RPL35A","R403C_vs_Ctrl_D65"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT",-2.00375340466384,0.000460183655113268,0.0262304683414563,"RPS28/EIF2A/RPS27A/RPS21/RPS27L/RPS24/RPS11/RPS15/RPSA2/RPS20/RPS14/RPS7/RPS8/RPS15A/RPS3/RPS13/FAU/RPS16/RPS19/RACK1/RPS29/RPS23/RPS2/RPS4Y1","R403C_vs_Ctrl_D65"
"KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION",2.40990038543209,2.06463765991224e-08,8.14384854743161e-07,"RPL23/RPL6/RPL31/RPS14/RPL5/RPL24/RPS19/RPL13A/RPL35A/RPL9/RPL3/RPL4/RPS4X/RPL27/RPS7/RPS27/RPS8/RPS28/RPL12/RPL37A/RPL29/RPS3/RPL34/RPL11/RPL30/RPL27A/RPL26/RPS16/RPS15A/RPS29/RPL21/RPL36/RPL15/RPL13/RPS6/RPS12/RPL39/RPL22/RPS20/RPL18/RPS27A/RPL7/RPL8/RPL32/RPS11/RPL19/RPL38/FAU/RPL28/RPLP2/RPL10A/RPL37/RPL18A/RPS23/RPL10","G32A_vs_Ctrl_D35"
"KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION",-2.57157096521193,7.88876893969975e-10,2.80051297359341e-07,"RPL13/RPL23/RPL21/RPL32/RPS15A/RPS12/RPS13/RPS26/RPL18/RPL15/RPL37/RPL7/RPS14/RPLP2/RPS27/RPL28/RPLP0/RPL24/RPS7/RPL39/RPL29/RPL13A/RPSA/RPS15/FAU/RPL6/RPS29/RPL26/RPS20/RPL35/RPL38/RPL11/RPS27A/RPS28/RPL8/RPL10A/RPL34/RPS21/RPS16/RPS10/RPLP1/RPL10/RPL36/RPL19/UBA52/RPL27/RPS23/RPL27A/RPS3/RPL23A/RPL14/RPL35A/RPL41/RPL36A/RPS4Y1","G32A_vs_Ctrl_D65"
"KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION",2.11847764279369,3.55780226629319e-06,0.000126063800563241,"RPL23/RPLP1/RPS14/RPL31/RPS12/RPL6/RPL12/RPS28/RPL27A/RPS27/RPL26/RPS4X/RPL35A/RPL11/RPL5/RPL30/RPS16/RPL36/RPS20/RPL24/RPS8/RPL27/RPL13A/RPL37A/RPL9/RPS29/RPL34/RPL8/RPS3/RPL19/RPS6/RPL3/RPL38/RPL4/RPL28/RPL22/RPS7/RPL7/RPL39/RPS27A/RPL21/RPLP2/FAU/RPS19/RPL32/RPL41/RPS15A/RPL17/UBA52/RPL10A/RPL15/RPL18/RPL29/RPL13","R403C_vs_Ctrl_D35"
"KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION",-2.66510935685292,3.67272350705187e-11,1.30381684500341e-08,"RPS21/RPL31/RPS24/RPL7/RPL10/RPS11/RPS15/RPL17/RPL23/RPS20/RPL18A/RPL19/RPL41/RPL37A/RPS14/RPL27/RPL4/RPL9/RPL13/RPS7/RPS8/RPL35/RPL32/RPL29/RPS15A/RPL39/RPL18/RPS3/RPL13A/RPL34/RPS13/RPL11/RPL8/UBA52/RPL15/RPL10A/RPL26/FAU/RPS16/RPS19/RPL37/RPL21/RPS29/RPL36/RPL38/RPS23/RPL6/RPL27A/RPL24/RPL14/RPL36A/RPL35A/RPS2/RPS4Y1","R403C_vs_Ctrl_D65"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION",2.30719427012188,5.32250015476481e-08,9.24128686720077e-07,"RPL23/EEF1A1/RPL6/RPL31/RPS14/RPL5/RPL24/RPS19/RPL13A/RPL35A/RPL9/RPL3/RPL4/RPS4X/RPL27/RPS7/EEF2/RPS27/RPS8/RPS28/RPL12/RPL37A/RPL29/RPS3/RPL34/RPL11/RPL30/RPL27A/RPL26/RPS16/RPS15A/RPS29/RPL21/RPL36/RPL15/RPL13/RPS6/RPS12/RPL39/RPL22/RPS20/RPL18/RPS27A/RPL7/RPL8/EEF1G/RPL32/RPS11/RPL19/RPL38/FAU/RPL28/RPLP2/RPL10A/RPL37/RPL18A/RPS23/RPL10","G32A_vs_Ctrl_D35"
