"pathway_id","gene_symbol"
"GOBP_RIBOSOME_BIOGENESIS","RPL6"
"GOBP_RIBOSOME_BIOGENESIS","RPL7"
"GOBP_RIBOSOME_BIOGENESIS","RPL7A"
"GOBP_RIBOSOME_BIOGENESIS","RPL7A"
"GOBP_RIBOSOME_BIOGENESIS","RPL7L1"
"GOBP_RIBOSOME_BIOGENESIS","RPLP0"
"GOBP_RIBOSOME_BIOGENESIS","RPLP0P6"
"GOBP_RIBOSOME_BIOGENESIS","RPP25"
"GOBP_RIBOSOME_BIOGENESIS","RPP30"
"GOBP_RIBOSOME_BIOGENESIS","RPP38"
"GOBP_RIBOSOME_BIOGENESIS","RPP40"
"GOBP_RIBOSOME_BIOGENESIS","RPS14"
"GOBP_RIBOSOME_BIOGENESIS","RPS15"
"GOBP_RIBOSOME_BIOGENESIS","RPS16"
"GOBP_RIBOSOME_BIOGENESIS","RPS17"
"GOBP_RIBOSOME_BIOGENESIS","RPS17"
"GOBP_RIBOSOME_BIOGENESIS","RPS19"
"GOBP_RIBOSOME_BIOGENESIS","RPS21"
"GOBP_RIBOSOME_BIOGENESIS","RPS24"
"GOBP_RIBOSOME_BIOGENESIS","RPS25"
"GOBP_RIBOSOME_BIOGENESIS","RPS25"
"GOBP_RIBOSOME_BIOGENESIS","RPS27"
"GOBP_RIBOSOME_BIOGENESIS","RPS27L"
"GOBP_RIBOSOME_BIOGENESIS","RPS28"
"GOBP_RIBOSOME_BIOGENESIS","RPS5"
"GOBP_RIBOSOME_BIOGENESIS","RPS6"
"GOBP_RIBOSOME_BIOGENESIS","RPS7"
"GOBP_RIBOSOME_BIOGENESIS","RPS8"
"GOBP_RIBOSOME_BIOGENESIS","RPSA"
"GOBP_RIBOSOME_BIOGENESIS","RPUSD1"
"GOBP_RIBOSOME_BIOGENESIS","RPUSD2"
"GOBP_RIBOSOME_BIOGENESIS","RPUSD3"
"GOBP_RIBOSOME_BIOGENESIS","RPUSD4"
"GOBP_RIBOSOME_BIOGENESIS","RRN3"
"GOBP_RIBOSOME_BIOGENESIS","RRN3"
"GOBP_RIBOSOME_BIOGENESIS","RRP1"
"GOBP_RIBOSOME_BIOGENESIS","RRP12"
"GOBP_RIBOSOME_BIOGENESIS","RRP15"
"GOBP_RIBOSOME_BIOGENESIS","RRP1B"
"GOBP_RIBOSOME_BIOGENESIS","RRP36"
"GOBP_RIBOSOME_BIOGENESIS","RRP7A"
"GOBP_RIBOSOME_BIOGENESIS","RRP7BP"
"GOBP_RIBOSOME_BIOGENESIS","RRP8"
"GOBP_RIBOSOME_BIOGENESIS","RRP9"
"GOBP_RIBOSOME_BIOGENESIS","RRS1"
"GOBP_RIBOSOME_BIOGENESIS","RSL1D1"
"GOBP_RIBOSOME_BIOGENESIS","RSL24D1"
"GOBP_RIBOSOME_BIOGENESIS","SART1"
"GOBP_RIBOSOME_BIOGENESIS","SBDS"
"GOBP_RIBOSOME_BIOGENESIS","SDAD1"
"GOBP_RIBOSOME_BIOGENESIS","SHQ1"
"GOBP_RIBOSOME_BIOGENESIS","SIRT7"
"GOBP_RIBOSOME_BIOGENESIS","SLX9"
"GOBP_RIBOSOME_BIOGENESIS","SNU13"
"GOBP_RIBOSOME_BIOGENESIS","SRFBP1"
"GOBP_RIBOSOME_BIOGENESIS","SURF6"
"GOBP_RIBOSOME_BIOGENESIS","SURF6"
"GOBP_RIBOSOME_BIOGENESIS","SUV39H1"
"GOBP_RIBOSOME_BIOGENESIS","TBL3"
"GOBP_RIBOSOME_BIOGENESIS","TENT4B"
"GOBP_RIBOSOME_BIOGENESIS","TFB1M"
"GOBP_RIBOSOME_BIOGENESIS","TFB2M"
"GOBP_RIBOSOME_BIOGENESIS","TRAF7"
"GOBP_RIBOSOME_BIOGENESIS","TRMT112"
"GOBP_RIBOSOME_BIOGENESIS","TRMT61B"
"GOBP_RIBOSOME_BIOGENESIS","TSC1"
"GOBP_RIBOSOME_BIOGENESIS","TSR1"
"GOBP_RIBOSOME_BIOGENESIS","TSR2"
"GOBP_RIBOSOME_BIOGENESIS","TSR3"
"GOBP_RIBOSOME_BIOGENESIS","URB1"
"GOBP_RIBOSOME_BIOGENESIS","URB2"
"GOBP_RIBOSOME_BIOGENESIS","USP36"
"GOBP_RIBOSOME_BIOGENESIS","UTP11"
"GOBP_RIBOSOME_BIOGENESIS","UTP14A"
"GOBP_RIBOSOME_BIOGENESIS","UTP14C"
"GOBP_RIBOSOME_BIOGENESIS","UTP15"
"GOBP_RIBOSOME_BIOGENESIS","UTP18"
"GOBP_RIBOSOME_BIOGENESIS","UTP20"
"GOBP_RIBOSOME_BIOGENESIS","UTP23"
"GOBP_RIBOSOME_BIOGENESIS","UTP25"
"GOBP_RIBOSOME_BIOGENESIS","UTP3"
"GOBP_RIBOSOME_BIOGENESIS","UTP4"
"GOBP_RIBOSOME_BIOGENESIS","UTP4"
"GOBP_RIBOSOME_BIOGENESIS","UTP6"
"GOBP_RIBOSOME_BIOGENESIS","VCX"
"GOBP_RIBOSOME_BIOGENESIS","WBP11"
"GOBP_RIBOSOME_BIOGENESIS","WDR12"
"GOBP_RIBOSOME_BIOGENESIS","WDR18"
"GOBP_RIBOSOME_BIOGENESIS","WDR3"
"GOBP_RIBOSOME_BIOGENESIS","WDR36"
"GOBP_RIBOSOME_BIOGENESIS","WDR43"
"GOBP_RIBOSOME_BIOGENESIS","WDR46"
"GOBP_RIBOSOME_BIOGENESIS","WDR46"
"GOBP_RIBOSOME_BIOGENESIS","WDR46"
"GOBP_RIBOSOME_BIOGENESIS","WDR46"
"GOBP_RIBOSOME_BIOGENESIS","WDR46"
"GOBP_RIBOSOME_BIOGENESIS","WDR55"
"GOBP_RIBOSOME_BIOGENESIS","WDR74"
"GOBP_RIBOSOME_BIOGENESIS","WDR75"
"GOBP_RIBOSOME_BIOGENESIS","XPO1"
"GOBP_RIBOSOME_BIOGENESIS","XRCC5"
"GOBP_RIBOSOME_BIOGENESIS","XRN2"
"GOBP_RIBOSOME_BIOGENESIS","YBEY"
"GOBP_RIBOSOME_BIOGENESIS","YTHDF2"
"GOBP_RIBOSOME_BIOGENESIS","ZCCHC4"
"GOBP_RIBOSOME_BIOGENESIS","ZNF622"
"GOBP_RIBOSOME_BIOGENESIS","ZNF658"
"GOBP_RIBOSOME_BIOGENESIS","ZNHIT3"
"GOBP_RIBOSOME_BIOGENESIS","ZNHIT3"
"GOBP_RIBOSOME_BIOGENESIS","ZNHIT6"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","FXR2"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","MRPL1"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL10"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL10A"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL10L"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL11"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL12"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL13"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL13A"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL14"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL15"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL17"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL18"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL18A"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL19"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL21"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL22"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL23"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL23A"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL24"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL26"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL26L1"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL27"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL27A"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL28"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL29"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL3"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL30"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL31"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL32"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL34"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL35"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL35A"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL36"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL36A"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL36AL"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL37"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL37A"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL38"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL39"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL39L"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL39P5"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL3L"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL4"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL41"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL5"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL6"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL7"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL7A"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL7A"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL7L1"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL8"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPL9"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPLP0"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPLP0P6"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPLP1"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","RPLP2"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","UBA52"
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","ZCCHC17"
"GOCC_CYTOSOLIC_RIBOSOME","APOD"
"GOCC_CYTOSOLIC_RIBOSOME","B3GALT4"
"GOCC_CYTOSOLIC_RIBOSOME","B3GALT4"
"GOCC_CYTOSOLIC_RIBOSOME","B3GALT4"
"GOCC_CYTOSOLIC_RIBOSOME","B3GALT4"
"GOCC_CYTOSOLIC_RIBOSOME","B3GALT4"
"GOCC_CYTOSOLIC_RIBOSOME","DHX29"
"GOCC_CYTOSOLIC_RIBOSOME","EIF2A"
"GOCC_CYTOSOLIC_RIBOSOME","EIF2AK4"
"GOCC_CYTOSOLIC_RIBOSOME","FXR2"
"GOCC_CYTOSOLIC_RIBOSOME","HBA1"
"GOCC_CYTOSOLIC_RIBOSOME","HBA2"
"GOCC_CYTOSOLIC_RIBOSOME","ISG15"
"GOCC_CYTOSOLIC_RIBOSOME","MRPL1"
"GOCC_CYTOSOLIC_RIBOSOME","MRPS11"
"GOCC_CYTOSOLIC_RIBOSOME","RPL10"
"GOCC_CYTOSOLIC_RIBOSOME","RPL10A"
"GOCC_CYTOSOLIC_RIBOSOME","RPL10L"
"GOCC_CYTOSOLIC_RIBOSOME","RPL11"
"GOCC_CYTOSOLIC_RIBOSOME","RPL12"
"GOCC_CYTOSOLIC_RIBOSOME","RPL13"
"GOCC_CYTOSOLIC_RIBOSOME","RPL13A"
"GOCC_CYTOSOLIC_RIBOSOME","RPL14"
"GOCC_CYTOSOLIC_RIBOSOME","RPL15"
"GOCC_CYTOSOLIC_RIBOSOME","RPL17"
"GOCC_CYTOSOLIC_RIBOSOME","RPL18"
"GOCC_CYTOSOLIC_RIBOSOME","RPL18A"
"GOCC_CYTOSOLIC_RIBOSOME","RPL19"
"GOCC_CYTOSOLIC_RIBOSOME","RPL21"
"GOCC_CYTOSOLIC_RIBOSOME","RPL22"
"GOCC_CYTOSOLIC_RIBOSOME","RPL23"
"GOCC_CYTOSOLIC_RIBOSOME","RPL23A"
"GOCC_CYTOSOLIC_RIBOSOME","RPL24"
"GOCC_CYTOSOLIC_RIBOSOME","RPL26"
"GOCC_CYTOSOLIC_RIBOSOME","RPL26L1"
"GOCC_CYTOSOLIC_RIBOSOME","RPL27"
"GOCC_CYTOSOLIC_RIBOSOME","RPL27A"
"GOCC_CYTOSOLIC_RIBOSOME","RPL28"
"GOCC_CYTOSOLIC_RIBOSOME","RPL29"
"GOCC_CYTOSOLIC_RIBOSOME","RPL3"
"GOCC_CYTOSOLIC_RIBOSOME","RPL30"
"GOCC_CYTOSOLIC_RIBOSOME","RPL31"
"GOCC_CYTOSOLIC_RIBOSOME","RPL32"
"GOCC_CYTOSOLIC_RIBOSOME","RPL34"
"GOCC_CYTOSOLIC_RIBOSOME","RPL35"
"GOCC_CYTOSOLIC_RIBOSOME","RPL35A"
"GOCC_CYTOSOLIC_RIBOSOME","RPL36"
"GOCC_CYTOSOLIC_RIBOSOME","RPL36A"
"GOCC_CYTOSOLIC_RIBOSOME","RPL36AL"
"GOCC_CYTOSOLIC_RIBOSOME","RPL37"
"GOCC_CYTOSOLIC_RIBOSOME","RPL37A"
"GOCC_CYTOSOLIC_RIBOSOME","RPL38"
"GOCC_CYTOSOLIC_RIBOSOME","RPL39"
"GOCC_CYTOSOLIC_RIBOSOME","RPL39L"
"GOCC_CYTOSOLIC_RIBOSOME","RPL39P5"
"GOCC_CYTOSOLIC_RIBOSOME","RPL3L"
"GOCC_CYTOSOLIC_RIBOSOME","RPL4"
"GOCC_CYTOSOLIC_RIBOSOME","RPL41"
"GOCC_CYTOSOLIC_RIBOSOME","RPL5"
"GOCC_CYTOSOLIC_RIBOSOME","RPL6"
"GOCC_CYTOSOLIC_RIBOSOME","RPL7"
"GOCC_CYTOSOLIC_RIBOSOME","RPL7A"
"GOCC_CYTOSOLIC_RIBOSOME","RPL7A"
"GOCC_CYTOSOLIC_RIBOSOME","RPL7L1"
"GOCC_CYTOSOLIC_RIBOSOME","RPL8"
"GOCC_CYTOSOLIC_RIBOSOME","RPL9"
"GOCC_CYTOSOLIC_RIBOSOME","RPLP0"
"GOCC_CYTOSOLIC_RIBOSOME","RPLP0P6"
"GOCC_CYTOSOLIC_RIBOSOME","RPLP1"
"GOCC_CYTOSOLIC_RIBOSOME","RPLP2"
"GOCC_CYTOSOLIC_RIBOSOME","RPS10"
"GOCC_CYTOSOLIC_RIBOSOME","RPS10P5"
"GOCC_CYTOSOLIC_RIBOSOME","RPS11"
"GOCC_CYTOSOLIC_RIBOSOME","RPS12"
"GOCC_CYTOSOLIC_RIBOSOME","RPS13"
"GOCC_CYTOSOLIC_RIBOSOME","RPS14"
"GOCC_CYTOSOLIC_RIBOSOME","RPS15"
"GOCC_CYTOSOLIC_RIBOSOME","RPS15A"
"GOCC_CYTOSOLIC_RIBOSOME","RPS16"
"GOCC_CYTOSOLIC_RIBOSOME","RPS17"
"GOCC_CYTOSOLIC_RIBOSOME","RPS17"
"GOCC_CYTOSOLIC_RIBOSOME","RPS18"
"GOCC_CYTOSOLIC_RIBOSOME","RPS18"
"GOCC_CYTOSOLIC_RIBOSOME","RPS18"
"GOCC_CYTOSOLIC_RIBOSOME","RPS18"
"GOCC_CYTOSOLIC_RIBOSOME","RPS18"
"GOCC_CYTOSOLIC_RIBOSOME","RPS18"
"GOCC_CYTOSOLIC_RIBOSOME","RPS18"
"GOCC_CYTOSOLIC_RIBOSOME","RPS19"
"GOCC_CYTOSOLIC_RIBOSOME","RPS2"
"GOCC_CYTOSOLIC_RIBOSOME","RPS20"
"GOCC_CYTOSOLIC_RIBOSOME","RPS21"
"GOCC_CYTOSOLIC_RIBOSOME","RPS23"
"GOCC_CYTOSOLIC_RIBOSOME","RPS24"
"GOCC_CYTOSOLIC_RIBOSOME","RPS25"
"GOCC_CYTOSOLIC_RIBOSOME","RPS25"
"GOCC_CYTOSOLIC_RIBOSOME","RPS26"
"GOCC_CYTOSOLIC_RIBOSOME","RPS27"
"GOCC_CYTOSOLIC_RIBOSOME","RPS27A"
"GOCC_CYTOSOLIC_RIBOSOME","RPS27L"
"GOCC_CYTOSOLIC_RIBOSOME","RPS28"
"GOCC_CYTOSOLIC_RIBOSOME","RPS29"
"GOCC_CYTOSOLIC_RIBOSOME","RPS3"
"GOCC_CYTOSOLIC_RIBOSOME","RPS3A"
"GOCC_CYTOSOLIC_RIBOSOME","RPS4X"
"GOCC_CYTOSOLIC_RIBOSOME","RPS4Y1"
"GOCC_CYTOSOLIC_RIBOSOME","RPS4Y2"
"GOCC_CYTOSOLIC_RIBOSOME","RPS5"
"GOCC_CYTOSOLIC_RIBOSOME","RPS6"
"GOCC_CYTOSOLIC_RIBOSOME","RPS7"
"GOCC_CYTOSOLIC_RIBOSOME","RPS8"
"GOCC_CYTOSOLIC_RIBOSOME","RPS9"
"GOCC_CYTOSOLIC_RIBOSOME","RPS9"
"GOCC_CYTOSOLIC_RIBOSOME","RPS9"
"GOCC_CYTOSOLIC_RIBOSOME","RPS9"
"GOCC_CYTOSOLIC_RIBOSOME","RPS9"
"GOCC_CYTOSOLIC_RIBOSOME","RPS9"
"GOCC_CYTOSOLIC_RIBOSOME","RPS9"
"GOCC_CYTOSOLIC_RIBOSOME","RPS9"
"GOCC_CYTOSOLIC_RIBOSOME","RPS9"
"GOCC_CYTOSOLIC_RIBOSOME","RPS9"
"GOCC_CYTOSOLIC_RIBOSOME","RPSA"
"GOCC_CYTOSOLIC_RIBOSOME","UBA52"
"GOCC_CYTOSOLIC_RIBOSOME","ZCCHC17"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","B3GALT4"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","B3GALT4"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","B3GALT4"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","B3GALT4"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","B3GALT4"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","DHX29"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","EIF2A"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","HBA1"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","HBA2"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","ISG15"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","MRPS11"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS10"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS10P5"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS11"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS12"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS13"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS14"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS15"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS15A"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS16"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS17"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS17"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS18"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS18"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS18"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS18"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS18"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS18"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS18"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS19"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS2"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS20"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS21"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS23"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS24"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS25"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS25"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS26"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS27"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS27A"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS27L"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS28"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS29"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS3"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS3A"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS4X"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS4Y1"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS4Y2"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS5"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS6"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS7"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS8"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS9"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS9"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS9"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS9"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS9"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS9"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS9"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS9"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS9"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPS9"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","RPSA"
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","UBA52"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","EEF1A1"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","EEF1A2"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","EEF1B2"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","EEF1B2"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","EEF1D"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","EEF1D"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","EEF1G"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","EEF2"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","FAU"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL10"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL10A"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL10L"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL11"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL12"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL13"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL13A"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL14"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL15"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL17"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL18"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL18A"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL19"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL21"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL22"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL22L1"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL23"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL23A"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL24"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL26"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL26L1"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL27"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL27A"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL28"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL29"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","RPL3"
